start,duration
2248184700,5565
2248389486,5407
2248497004,5619
2248603524,5662
2248707963,5613
2250449795,5584
2251447285,5170
2255447292,3989
2259447283,3732
2263447296,3322
2267447290,3786
2271447282,8605
2275447275,4850
2279447288,5776
2283447273,4547
2287447273,4122
2291447286,11100
2295447244,3447
2299447275,3151
2302816149,9089
2303447255,3790
2307447285,2886
2307584162,2934
2311447247,3546
2315447273,3059
2319447254,4346
2323447269,4646
2327447296,3616
2331447278,3112
2335447252,3691
2339447290,4203
2343447265,4787
2347447282,4663
2351447269,3616
2355447296,3644
2359447277,13533
2363447290,4152
2367447297,3414
2371447275,3648
2375447287,3669
2379447284,3779
2383447304,3805
2387447278,4494
2391447259,3204
2395447256,2578
2399447272,3630
2403447254,2795
2407447257,2530
2411447257,2563
2414899229,3094
2415447305,2733
2419447276,2508
2423447266,2996
2427447272,2490
2431447254,2473
2435447281,2878
2439447277,2854
2443447276,2675
2447447275,2421
2451447252,2455
2455447269,3080
2459447241,4946
2463447274,2853
2467447251,3259
2471447295,3049
2475447246,2480
2479447280,2527
2483447271,2683
2487447250,2440
2491447275,2542
2495447253,2483
2499447260,2417
2503447290,2745
2507447281,3018
2511447253,3659
2515447281,2873
2519447246,4630
2523447285,3046
2527447276,3505
2531447286,2983
2535447277,3089
2539447258,3455
2543447288,4379
2547447272,4203
2551447296,3714
2555447281,3748
2559447276,3393
2563447285,3300
2567447285,3729
2571447285,3119
2575447240,3607
2579447292,4004
2583447253,3737
2587447300,2944
2591447271,3593
2595447285,2898
2599447245,3402
2603447277,3041
2607447284,2981
2611447260,3592
2615447281,2875
2619447245,3367
2623447260,2968
2627447283,2871
2631447280,2915
2635447275,2458
2639447287,3495
2643447271,2756
2647447258,2520
2651447270,2507
2655447264,3035
2659447251,3557
2663447284,2959
2667447251,3248
2671447295,3049
2675447266,2526
2679447284,2493
2683447266,3512
2687447265,2719
2691447277,2468
2695447268,2461
2699447276,3481
2703447277,2522
2707447267,2537
2711447288,3061
2715447259,3666
2719447289,2922
2723447253,4239
2727447277,3060
2731447253,2507
2735447284,2493
2739447268,2540
2743447269,4378
2747447298,4594
2751447259,3681
2755447290,3514
2759447278,5116
2763447275,3629
2767447264,3667
2771447283,3675
2775447288,3588
2779447280,4610
2783447301,5617
2787447277,3830
2791447274,2945
2795447282,2785
2799447293,2768
2803447267,2751
2807447256,2435
2811447270,2882
2815447274,3072
2819447259,3500
2823447263,3393
2827447262,2740
2831447271,3078
2835447260,2956
2839447285,2475
2843447258,2786
2847447251,2716
2851447259,13578
2855447266,2929
2859447264,2736
2863447262,2619
2867447257,3216
2871447278,2744
2875447283,2509
2879447254,3563
2883447254,12357
2887447270,3103
2891447272,2507
2895447271,3086
2899447273,4048
2903447269,2508
2907447277,2459
2911447268,2512
2915447272,10165
2919447272,3453
2923447272,3551
2927447267,2492
2931447251,2756
2935447276,2508
2939447268,4195
2943447264,4563
2947447283,4437
2951447285,3567
2955447262,3352
2959447287,3307
2963447277,3414
2967447268,3810
2971447296,3124
2975447278,3290
2979447289,3567
2983447270,3678
2987447303,3943
2991447258,2645
2995447256,2756
2999447272,4551
3003447254,3269
3007447289,2967
3011447263,2850
3015447265,2785
3019447258,3175
3023447258,3970
3027447296,3109
3031447280,2994
3035447274,3154
3039447257,3140
3043447271,2772
3047447282,3218
3051447280,3369
3055447260,3447
3059447281,4729
3063447280,2746
3067447269,3148
3071447265,2736
3075447249,14357
3079447267,3433
3083447276,2744
3087447268,3185
3091447258,2727
3095447255,2480
3099447260,2468
3103447253,2461
3107447261,2508
3111447270,2506
3115447272,2776
3119447256,3649
3123447261,2743
3127447267,2716
3131447277,3739
3135447283,2594
3139447257,2689
3143447274,4599
3147447271,4246
3151447288,3255
3155447294,3722
3159447279,3834
3163447278,3288
3167447288,3621
3171447304,13509
3175447288,3914
3179447269,5615
3183447263,3245
3187447308,4179
3191447282,3256
3195447259,2516
3199447266,2502
3203447267,2721
3207447276,2983
3211447270,2919
3215447274,6311
3219447289,3310
3223447271,3039
3226277034,31316
3227447305,3328
3231447269,2759
3235447258,3125
3239447274,5040
3243447269,2798
3247447269,2874
3251447279,2536
3255447273,3009
3259447270,14103
3263447281,3172
3267447275,3161
3271447271,3199
3275447270,7124
3279447280,3992
3283447264,4088
3287447274,6169
3291447278,3506
3295447295,3762
3299447278,4349
3303447273,2881
3307447257,2545
3311447268,2751
3315447262,12950
3319447258,4672
3323447295,4062
3327447276,2665
3331447269,2886
3335447263,2716
3339447277,3111
3343447287,5309
3347447274,4708
3351447296,3387
3355447299,3597
3359447284,14297
3363447280,3415
3367447291,3362
3371447284,3079
3375447266,2607
3379447289,2853
3383447261,2742
3387447283,2917
3391447277,2925
3395447266,2505
3399447295,2468
3403447276,2800
3407447276,2804
3411447277,3065
3414899241,3412
3415447313,2860
3419447261,3997
3423447261,5238
3427447282,3266
3431447272,2666
3435447281,2652
3439447258,3551
3443447272,2641
3447447256,3354
3451447279,2895
3455447282,2585
3459447251,3350
3463447264,2763
3467447291,3241
3471447284,2671
3475447278,2455
3479447259,4966
3483447280,2675
3487447271,3759
3491447261,2710
3495447265,2462
3499447260,2496
3503447266,2691
3507447280,2683
3511447278,2509
3515447279,2443
3519447276,2763
3523447270,3397
3527447274,3832
3531447274,3447
3535447277,2581
3539447286,5344
3543447268,4682
3547447299,4538
3551447289,3782
3555447277,4123
3559447278,4495
3563447272,3620
3567447266,3311
3571447267,3822
3575447274,3769
3579447283,3424
3583447288,2809
3587447246,3503
3591447252,2469
3595447266,2649
3599447260,4181
3603447253,3058
3607447285,2490
3611447268,2551
3615447282,2580
3619447270,2493
3623447287,3009
3627447274,2722
3631447275,2831
3635447282,2495
3639447258,2451
3643447263,2489
3647447276,2458
3651447280,15868
3655447264,3178
3659447275,5698
3663447274,2861
3667447258,3323
3671447269,2980
3675447256,3668
3679447281,2802
3683447260,4375
3687447282,4029
3691447282,2420
3695447253,2394
3699447270,2389
3703447281,2395
3707447255,2406
3711447271,3066
3715447239,3707
3719447285,4094
3723447260,4171
3727447294,2967
3731447235,3849
3735447288,2936
3739447262,3119
3743447279,4467
3747447279,4399
3751447293,3694
3755447296,3535
3759447271,3477
3763447296,4081
3767447288,3761
3771447277,3507
3775447284,3284
3779447267,15652
3783447275,3809
3787447299,2754
3791447286,4357
3795447290,5460
3799447293,3395
3803447273,3098
3807447280,2440
3811447267,3149
3815447278,2666
3819447275,3042
3823447280,3826
3827447256,2543
3831447270,2438
3835447261,2948
3839447271,3909
3843447266,2761
3847447257,2478
3851447259,2491
3855447255,3201
3859447261,3513
3863447297,2828
3867447259,3271
3871447279,3000
3875447231,3610
3879447277,2805
3883447260,3732
3887447271,3501
3891447262,3627
3895447292,3038
3899447262,4847
3903447286,3524
3907447290,2852
3911447258,3039
3915447243,3546
3919447258,2787
3923447282,4419
3927447301,3083
3931447274,2517
3935447257,2953
3939447246,3663
3943447296,4408
3947447287,4052
3951447293,3996
3955447293,3521
3959447265,5432
3963447288,3555
3967447299,3700
3971447283,3061
3975447266,3525
3979447288,2885
3983447235,3306
3987447284,3634
3991447286,3055
3995447263,2487
3999447273,2796
4003447286,3509
4007447255,3516
4011447298,3015
4015447261,3805
4019447282,4880
4023447292,4293
4027447266,3316
4031447286,2992
4035447285,2503
4039447256,2902
4043447268,2515
4047447276,2447
4051447264,4062
4055447294,5943
4059447291,3950
4063447284,2890
4067447256,3248
4071447295,3166
4075447250,3643
4079447293,4389
4083447250,3265
4087447274,3326
4091447271,2533
4095447286,2778
4099447269,2497
4103447266,2783
4107447258,2500
4111447264,2473
4115447261,2447
4119447256,2457
4123447290,3466
4127447264,2477
4131447271,2922
4135447275,2429
4139447289,3643
4143447281,4543
4147447287,4590
4151447283,3806
4155447276,3587
4159447268,3509
4163447289,3958
4167447275,3821
4171447268,3365
4175447279,3338
4179447280,3724
4183447298,3816
4187447305,4131
4191447281,3648
4195447290,3118
4199447259,5240
4203447306,2909
4207447240,3294
4211447297,3019
4215447279,2467
4219447269,2466
4223447282,3472
4226302951,32230
4227447314,2952
4231447271,2525
4235447258,2486
4239447268,2725
4243447285,2789
4247447280,2457
4251447262,2478
4255447270,3198
4259447245,5131
4263447297,3066
4267447243,3341
4271447295,3035
4275447253,3643
4279447303,3959
4283447265,3299
4287447280,3351
4291447256,5071
4295447269,3603
4299447269,3292
4303447296,5159
4307447265,4044
4311447302,2955
4315447279,3802
4319447289,7678
4323447289,7503
4323588404,4704
4327447282,5058
4331447277,3794
4335447292,3475
4339447285,3656
4343447285,3666
4347447280,4958
4351447266,3268
4355447299,3699
4359447283,18974
4363447297,4466
4367447296,3244
4371447276,3694
4375447276,3914
4379447280,5955
4383447298,8321
4387447287,7832
4391447281,5882
4395447288,3728
4399447283,3513
4403447277,3607
4407447267,3750
4411447275,3357
4414899239,3414
4415447279,3477
4419447279,3733
4423447270,3816
4427447270,15628
4431447277,3733
4435447280,4017
4439447288,4851
4443447269,3551
4447447259,3108
4451447259,2470
4455447291,3463
4459447285,2839
4463447259,3058
4467447275,3025
4471447276,2627
4475447292,3688
4479447277,2949
4483447270,3191
4487447267,4339
4491447294,3548
4495447269,2496
4499447257,4304
4503447276,2839
4507447260,2680
4511447291,2481
4515447264,2535
4519447271,2468
4523447266,4081
4527447272,3048
4531447268,3022
4535447273,2462
4539447290,3010
4543447273,2951
4547447256,4539
4551447285,3818
4555447269,3728
4559447286,5517
4563447288,3732
4567447274,2972
4571447277,2605
4575447288,2869
4579447278,3151
4583447265,2614
4587447289,4006
4591447280,2662
4595447264,2490
4599447278,2489
4603447281,2640
4607447275,2616
4611447259,2649
4615447285,2580
4619447273,3696
4623447261,4288
4627447291,2905
4631447262,2909
4635447263,2708
4639447265,2706
4643447263,2663
4647447280,2878
4651447280,2852
4655447261,3009
4659447252,2981
4663447239,3531
4667447287,2811
4671447261,3320
4675447294,3032
4679447278,3500
4683447266,2558
4687447263,3883
4691447286,3696
4695447270,2869
4699447261,3423
4703447277,3079
4707447281,2445
4711447273,3020
4715447282,3000
4719447259,3620
4723447288,2881
4727447268,3612
4731447267,3143
4735447248,3597
4739447276,3906
4743447270,3876
4747447277,4756
4751447257,4255
4755447290,3795
4759447276,3843
4763447278,3948
4767447273,3523
4771447281,3193
4775447288,2964
4779447260,3685
4783447268,3922
4787447278,4202
4791447273,3069
4795447264,2553
4799447278,3808
4803447278,2557
4807447257,2828
4811447292,3182
4815447270,3011
4819447257,3576
4823447280,2872
4827447273,4031
4831447284,3072
4835447278,2526
4839447268,2781
4843447264,3105
4847447269,3853
4851447293,2899
4855447260,3280
4859447279,4049
4863447280,3048
4867447252,23184
4871447280,3158
4875447244,3231
4879447288,3058
4883447275,3762
4887447305,3052
4891447279,2817
4895447266,3917
4899447261,11754
4903447270,2819
4907447265,2906
4911447262,2815
4915447259,2527
4919447259,4505
4923447261,2719
4927447274,3052
4931447251,2843
4935447259,2520
4939447272,2447
4943447282,2505
4947447283,4378
4951447265,3809
4955447292,3582
4959447276,3354
4963447288,3212
4967447289,3760
4971447286,2857
4975447280,3095
4979447241,5249
4983447302,2882
4987447275,3880
4991447292,3093
4995447286,2458
4999447267,3011
5003447265,3181
5007447281,4080
5011447289,3230
5015447273,3095
5019447259,3717
5023447297,3067
5027447263,4179
5031447278,3174
5035447258,3544
5039447299,3953
5043447246,3268
5047447283,3019
5051447257,20290
5055447280,3638
5059447268,3175
5063447255,2756
5067447273,2473
5071447269,2474
5075447266,2628
5079447277,2470
5083447272,2450
5087447278,2923
5091447262,2496
5095447282,2491
5099447266,3714
5103447267,2487
5107447255,2785
5111447268,2470
5115447259,3086
5119447259,3977
5123447288,3012
5127447242,3341
5131447309,3019
5135447254,3251
5139447276,3100
5143447238,3521
5147447307,4605
5151447302,3549
5155447296,15381
5159447300,5355
5163447260,3590
5167447266,3428
5171447300,3627
5175447295,3869
5179447283,2799
5183447259,3272
5187447283,3358
5191447281,3858
5195447293,2816
5199447262,3314
5203447304,3060
5207447253,3533
5211447287,2869
5215447246,3309
5219447280,3980
5223447255,2965
5226329133,28600
5227447292,3171
5231447269,2775
5235447280,2517
5239447259,2460
5243447273,2467
5247447255,2463
5251447265,2673
5255447261,2840
5259447282,3119
5263447244,3679
5267447294,2934
5271447255,3311
5275447281,3056
5279447281,3408
5283447269,2753
5287447232,3290
5291447286,2897
5295447265,3393
5299447282,2939
5303447252,3744
5307447290,2779
5311447253,3348
5315447297,2849
5319447258,3586
5323447252,3160
5327447255,3390
5331447288,2909
5335447239,3418
5339447293,3862
5343447263,2781
5347447272,4624
5351447284,3504
5355447271,3466
5359447287,14044
5363447292,4130
5367447284,3673
5371447285,3443
5375447279,3650
5379447278,3577
5383447276,3800
5387447287,2942
5391447258,3416
5395447298,3015
5399447258,3683
5403447276,2519
5407447289,2725
5411447250,2545
5414899233,3062
5415447297,2745
5419447281,2537
5423447258,2486
5427447268,2534
5431447273,2543
5435447255,2522
5439447271,2528
5443447267,2486
5447447282,2493
5451447262,3065
5455447251,3416
5459447275,3727
5463447259,3527
5467447298,2831
5471447244,3583
5475447287,3026
5479447226,3696
5483447278,3096
5487447269,2876
5491447259,2707
5495447258,2525
5499447275,2506
5503447272,2447
5507447278,2497
5511447266,2679
5515447267,2522
5519447251,3333
5523447281,2803
5527447272,2759
5531447266,3968
5535447302,2909
5539447247,3271
5543447274,3008
5547447277,4568
5551447294,3555
5555447276,3506
5559447288,3802
5563447294,3562
5567447287,3570
5571447283,3415
5575447292,3640
5579447294,4998
5583447278,2909
5587447249,3112
5591447291,2957
5595447255,3603
5599447295,2868
5603447255,3310
5607447279,3178
5611447263,2760
5615447267,2960
5619447259,3617
5623447288,2942
5627447269,3145
5631447280,3114
5635447287,2454
5639447265,3397
5643447271,3050
5647447242,3533
5651447295,2856
5655447252,3205
5659447273,3123
5663447255,3554
5667447287,2857
5671447236,3224
5675447283,3118
5679447280,2966
5683447259,3494
5687447280,2711
5691447255,3290
5695447291,3009
5699447276,3513
5703447276,2702
5707447257,2981
5711447245,3553
5715447272,2675
5719447271,3338
5723447288,2955
5727447250,3447
5731447282,2796
5735447254,2567
5739447258,2692
5743447272,2758
5747447278,4320
5751447278,3780
5755447292,3494
5759447290,5348
5763447285,3236
5767447294,3575
5771447284,3664
5775447285,2850
5779447257,3387
5783447289,2967
5787447265,3646
5791447292,3381
5795447262,16598
5799447278,3750
5803447275,3572
5807447281,2890
5811447274,3039
5815447247,3020
5819447244,4728
5823447285,4162
5827447242,6986
5831447284,3041
5835447277,2463
5839447262,2726
5843447279,2510
5847447252,2460
5851447260,2466
5855447274,2489
5859447271,2971
5863447258,4046
5867447287,2786
5871447256,3177
5875447270,3002
5879447277,3256
5883447271,2985
5887447265,2716
5891447274,2494
5895447262,2492
5899447268,2447
5903447272,3003
5907447251,3659
5911447303,2919
5915447257,3288
5919447279,3095
5923447265,2682
5927447270,2801
5931447283,2437
5935447274,2427
5939447255,3410
5943447268,2720
5947447278,4403
5951447286,3723
5955447270,3553
5959447284,3682
5963447297,3465
5967447284,3545
5971447278,2820
5975447276,2595
5979447279,2619
5983447250,2521
5987447265,2797
5991447278,3530
5995447255,2524
5999447273,4250
6003447269,3025
6007447277,3288
6011447277,2919
6015447262,2803
6019447272,3088
6023447282,2764
6027447271,4372
6031447275,3632
6035447288,2562
6039447258,2779
6043447275,2636
6047447257,2462
6051447277,2845
6055447274,3498
6059447285,4391
6063447275,3096
6067447260,2509
6071447293,2772
6075447271,2920
6079447281,2732
6083447275,2715
6087447271,2977
6091447285,2793
6095447283,2688
6099447263,2720
6103447276,2411
6107447265,2475
6111447264,2854
6115447271,2475
6119447270,3288
6123447270,2742
6127447268,3386
6131447271,2882
6135447277,2701
6139447269,2487
6143447278,2450
6147447254,4238
6151447257,3847
6155447305,3497
6159447287,3439
6163447294,3206
6167447273,3552
6171447302,2979
6175447256,3163
6179447258,3702
6183447271,2996
6187447262,4401
6191447289,3001
6195447262,3399
6199447267,2537
6203447254,2507
6207447257,2510
6211447261,2473
6215447281,2487
6219447259,2457
6223447264,2589
6226353004,23334
6227447304,3314
6231447253,3272
6235447287,2485
6239447264,4117
6243447263,3284
6247447269,2470
6251447283,3229
6255447264,2481
6259447270,2836
6263447279,3307
6267447282,2723
6271447269,3258
6275447277,3041
6279447264,2549
6283447287,3846
6287447289,3340
6291447278,3491
6295447265,2886
6299447272,4313
6302816144,8447
6303447294,2946
6307447280,2889
6311447275,3885
6315447276,2892
6319447282,4315
6323447286,4901
6327447274,4517
6331447265,3529
6335447284,5063
6339447275,3590
6339592304,4282
6343447272,3801
6347447277,4932
6351447319,4213
6355447271,3167
6359447275,15092
6363447295,4089
6367447282,3730
6371447283,3593
6375447274,3483
6379447276,3551
6383447268,3208
6387447271,3726
6391447286,2533
6395447265,2728
6399447255,2562
6403447279,2498
6407447262,2736
6411447292,2526
6414899228,3062
6415447296,2710
6419447274,3584
6423447264,4192
6427447262,3999
6431447275,2812
6435447263,2495
6439447274,3061
6443447279,2673
6447447275,2802
6451447284,2496
6455447271,2925
6459447262,2742
6463447272,2647
6467447261,2655
6471447270,2639
6475447268,2626
6479447278,3923
6483447286,2487
6487447279,3224
6491447280,3292
6495447261,2804
6499447271,12065
6503447288,3108
6507447286,3160
6511447275,2843
6515447269,2849
6519447277,2925
6523447264,2746
6527447274,3448
6531447276,3157
6535447263,2762
6539447263,3414
6543447257,2861
6547447267,4898
6551447278,5299
6555447272,6053
6559447281,4367
6563447285,3541
6567447299,3190
6571447294,3533
6575447287,2960
6579447284,2484
6583447272,2499
6587447276,3251
6591447286,2917
6595447281,2848
6599447274,4428
6603447277,2993
6607447278,2773
6611447258,2497
6615447279,2487
6619447259,2454
6623447260,2504
6627447257,3159
6631447269,2876
6635447263,2442
6639447259,2471
6643447277,2607
6647447268,2450
6651447265,2432
6655447274,2434
6659447285,3560
6663447279,2652
6667447266,2510
6671447278,2465
6675447267,2703
6679447261,2484
6683447268,2470
6687447265,3578
6691447269,2488
6695447280,2416
6699447274,2483
6703447279,2410
6707447273,2511
6711447284,2419
6715447264,2449
6719447271,3623
6723447268,2518
6727447265,3591
6731447266,2770
6735447276,2847
6739447270,2736
6743447268,3647
6747447252,4899
6751447282,3779
6755447303,3513
6759447283,3590
6763447286,3436
6767447281,3772
6771447282,2721
6775447272,2583
6779447282,3977
6783447293,2557
6787447261,3248
6791447268,2572
6795447282,2443
6799447271,2490
6803447252,2627
6807447254,2628
6811447259,2571
6815447268,2698
6819447257,2983
6823447268,2983
6827447259,2776
6831447273,2459
6835447287,2613
